decile3,decile1,sex,cluster,lsat,ugpa,zfygpa,bar1,bar1_yr,bar2,bar2_yr,fulltime,fam_inc,age,parttime,pass_bar,bar,tier,index604,indxgrp
9.0,9.0,0,1,29.0,2.5,1.02,P,7,P,94,1,3,50,0,1.0,a Passed 1st time,4,549.9999869999999,d 520-580
3.0,3.0,1,3,33.0,3.2,-0.69,P,2,P,95,1,4,67,0,1.0,a Passed 1st time,3,683.157879,f 640-700
5.0,5.0,0,4,41.0,3.7,-0.02,P,7,P,95,1,4,45,0,1.0,a Passed 1st time,5,859.473663,g 700+
3.0,6.0,1,4,31.5,3.7,0.05,P,7,P,94,1,3,60,0,1.0,a Passed 1st time,5,709.4736695,g 700+
10.0,9.0,0,3,35.0,3.6,1.07,P,7,P,95,2,4,51,1,1.0,a Passed 1st time,3,754.736825,g 700+
4.0,1.0,1,4,37.0,2.2,-1.95,P,7,P,94,2,3,49,1,1.0,a Passed 1st time,5,646.315771,f 640-700
5.0,1.0,0,5,33.0,2.8,-1.28,P,7,P,94,1,5,61,0,1.0,a Passed 1st time,6,643.157879,f 640-700
8.0,6.0,1,4,40.0,2.5,0.12,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,5,723.68419,g 700+
3.0,3.0,0,3,37.0,3.5,-0.7,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,776.315771,g 700+
10.0,10.0,0,1,37.0,3.4,1.42,P,7,P,94,1,3,41,0,1.0,a Passed 1st time,4,766.3157709999999,g 700+
5.0,3.0,0,1,35.0,3.6,-0.57,P,2,P,95,1,3,64,0,1.0,a Passed 1st time,4,754.736825,g 700+
7.0,7.0,0,1,38.0,3.4,0.46,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,4,782.105244,g 700+
7.0,4.0,0,3,35.0,3.4,-0.26,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,3,734.736825,g 700+
3.0,1.0,0,4,32.5,3.5,-1.56,P,7,P,94,1,3,63,0,1.0,a Passed 1st time,5,705.2631425,g 700+
10.0,9.0,0,5,42.0,3.5,1.44,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,6,855.263136,g 700+
4.0,6.0,1,3,35.5,3.3,0.03,F,7,P,96,2,3,60,1,1.0,b Passed 2nd time,3,732.6315615,g 700+
2.0,3.0,1,1,43.0,2.8,-0.59,P,7,P,95,1,4,55,0,1.0,a Passed 1st time,4,801.052609,g 700+
8.0,8.0,1,4,42.0,3.5,0.72,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,5,855.263136,g 700+
6.0,7.0,0,3,36.0,3.7,0.35,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,3,780.526298,g 700+
7.0,7.0,0,4,41.0,3.1,0.3,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,5,799.473663,g 700+
2.0,2.0,1,4,39.0,3.3,-0.92,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,5,787.8947169999999,g 700+
1.0,2.0,0,5,35.0,2.4,-0.9,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,6,634.736825,e 580-640
1.0,2.0,1,3,33.0,3.0,-1.05,F,7,F,94,1,3,61,0,0.0,c Failed,3,663.157879,f 640-700
6.0,5.0,0,5,45.0,3.5,-0.15,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,6,902.631555,g 700+
8.0,9.0,0,5,48.0,3.7,1.09,P,7,P,94,1,3,59,0,1.0,a Passed 1st time,6,969.999974,g 700+
9.0,8.0,1,5,48.0,3.9,0.9,P,7,P,94,1,5,61,0,1.0,a Passed 1st time,6,989.999974,g 700+
7.0,9.0,1,4,37.0,3.0,0.99,P,7,P,94,2,3,58,1,1.0,a Passed 1st time,5,726.315771,g 700+
6.0,5.0,1,3,34.0,3.4,-0.15,P,7,P,94,1,3,58,0,1.0,a Passed 1st time,3,718.9473519999999,g 700+
4.0,2.0,0,3,32.0,2.8,-1.09,P,2,P,95,1,4,67,0,1.0,a Passed 1st time,3,627.3684059999999,e 580-640
2.0,5.0,1,1,47.0,3.1,-0.04,P,2,P,95,1,4,66,0,1.0,a Passed 1st time,4,894.210501,g 700+
6.0,7.0,1,3,32.0,3.6,0.41,P,2,P,95,1,3,67,0,1.0,a Passed 1st time,3,707.368406,g 700+
9.0,5.0,1,4,41.0,2.8,-0.03,P,7,P,95,2,4,52,1,1.0,a Passed 1st time,5,769.473663,g 700+
5.0,8.0,0,3,33.0,3.1,0.61,F,2,F,95,1,3,65,0,0.0,c Failed,3,673.157879,f 640-700
9.0,10.0,1,6,38.0,3.5,1.26,P,7,P,94,1,4,54,0,1.0,a Passed 1st time,1,792.105244,g 700+
10.0,10.0,0,2,34.0,3.3,1.65,P,7,P,94,1,5,62,0,1.0,a Passed 1st time,2,708.9473519999999,g 700+
6.0,8.0,0,2,32.0,2.6,0.73,P,7,P,94,1,4,55,0,1.0,a Passed 1st time,2,607.368406,e 580-640
4.0,5.0,0,4,36.0,3.6,-0.06,P,2,P,95,2,4,65,1,1.0,a Passed 1st time,5,770.526298,g 700+
6.0,8.0,1,1,38.0,2.9,0.58,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,4,732.105244,g 700+
3.0,3.0,1,2,34.0,2.8,-0.58,P,7,P,94,1,3,55,0,1.0,a Passed 1st time,2,658.9473519999999,f 640-700
9.0,10.0,1,4,42.0,3.5,1.28,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,5,855.263136,g 700+
7.0,8.0,0,3,35.0,3.4,0.83,P,2,P,96,2,3,65,1,1.0,a Passed 1st time,3,734.736825,g 700+
6.0,6.0,1,3,33.0,3.0,0.01,F,7,P,96,2,3,61,1,1.0,b Passed 2nd time,3,663.157879,f 640-700
3.0,4.0,1,3,32.0,3.0,-0.45,P,7,P,94,1,3,60,0,1.0,a Passed 1st time,3,647.368406,f 640-700
1.0,1.0,1,2,31.0,3.2,-1.45,F,7,F,95,1,2,59,0,0.0,c Failed,2,651.578933,f 640-700
1.0,1.0,0,4,29.0,3.3,-1.6,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,5,629.9999869999999,e 580-640
10.0,10.0,1,3,38.0,2.5,1.76,P,7,P,94,1,5,62,0,1.0,a Passed 1st time,3,692.105244,f 640-700
8.0,6.0,1,5,39.0,3.3,0.17,P,2,P,95,1,4,66,0,1.0,a Passed 1st time,6,787.8947169999999,g 700+
6.0,4.0,0,6,35.0,3.4,-0.33,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,1,734.736825,g 700+
3.0,1.0,1,1,27.0,2.7,-1.5,P,7,P,94,1,4,56,0,1.0,a Passed 1st time,4,538.4210410000001,d 520-580
7.0,7.0,0,1,35.0,3.0,0.4,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,4,694.736825,f 640-700
10.0,9.0,1,2,31.0,3.2,1.16,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,2,651.578933,f 640-700
3.0,3.0,1,3,37.0,2.3,-0.76,P,7,P,94,1,3,47,0,1.0,a Passed 1st time,3,656.3157709999999,f 640-700
2.0,1.0,1,4,35.0,3.5,-1.3,P,7,P,94,1,4,45,0,1.0,a Passed 1st time,5,744.736825,g 700+
6.0,2.0,0,1,38.0,3.7,-1.03,P,2,P,95,1,3,63,0,1.0,a Passed 1st time,4,812.105244,g 700+
3.0,3.0,0,2,29.0,2.6,-0.64,P,7,P,94,1,2,57,0,1.0,a Passed 1st time,2,559.999987,d 520-580
4.0,2.0,0,3,38.0,3.6,-1.11,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,802.105244,g 700+
7.0,5.0,0,4,39.0,3.2,-0.17,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,5,777.894717,g 700+
1.0,1.0,1,3,33.5,2.6,-1.31,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,3,631.0526155,e 580-640
10.0,9.0,1,3,33.0,3.1,1.21,P,7,P,94,1,4,51,0,1.0,a Passed 1st time,3,673.157879,f 640-700
1.0,1.0,1,5,46.0,3.6,-1.27,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,6,928.421028,g 700+
7.0,7.0,1,1,39.0,3.1,0.48,P,7,P,94,1,2,58,0,1.0,a Passed 1st time,4,767.894717,g 700+
4.0,3.0,1,3,36.0,3.0,-0.71,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,3,710.526298,g 700+
10.0,10.0,0,5,44.0,3.8,1.6,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,6,916.842082,g 700+
2.0,3.0,1,3,34.0,3.0,-0.76,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,3,678.9473519999999,f 640-700
10.0,10.0,0,4,48.0,3.3,1.43,P,7,P,94,1,2,46,0,1.0,a Passed 1st time,5,929.999974,g 700+
4.0,3.0,1,5,42.0,3.5,-0.55,P,2,P,95,1,4,67,0,1.0,a Passed 1st time,6,855.263136,g 700+
3.0,5.0,1,2,29.0,3.4,-0.17,F,7,P,95,1,3,62,0,1.0,b Passed 2nd time,2,639.9999869999999,e 580-640
2.0,5.0,1,4,30.0,2.3,0.01,P,7,P,94,1,3,54,0,1.0,a Passed 1st time,5,545.78946,d 520-580
6.0,5.0,0,3,29.0,3.9,-0.14,P,7,P,94,1,4,57,0,1.0,a Passed 1st time,3,689.9999869999999,f 640-700
7.0,6.0,1,2,33.0,2.3,0.14,F,7,F,94,1,5,52,0,0.0,c Failed,2,593.157879,e 580-640
4.0,6.0,0,1,36.0,2.7,0.21,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,4,680.526298,f 640-700
9.0,8.0,1,3,38.0,3.1,0.6,P,7,P,94,1,5,61,0,1.0,a Passed 1st time,3,752.105244,g 700+
2.0,3.0,1,3,39.0,3.3,-0.64,P,7,P,94,1,3,59,0,1.0,a Passed 1st time,3,787.8947169999999,g 700+
4.0,4.0,1,3,45.0,3.1,-0.46,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,862.6315549999999,g 700+
4.0,4.0,1,3,40.0,3.2,-0.26,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,3,793.6841900000001,g 700+
7.0,6.0,1,1,37.0,3.5,0.23,P,7,P,94,1,3,57,0,1.0,a Passed 1st time,4,776.315771,g 700+
2.0,2.0,1,4,27.5,2.4,-0.97,P,7,P,94,1,4,53,0,1.0,a Passed 1st time,5,516.3157775,c 460-520
9.0,7.0,1,3,41.0,2.5,0.33,P,7,P,94,1,4,57,0,1.0,a Passed 1st time,3,739.473663,g 700+
4.0,2.0,1,1,42.0,3.0,-1.04,P,7,P,95,2,4,53,1,1.0,a Passed 1st time,4,805.263136,g 700+
9.0,10.0,0,4,36.0,2.9,1.67,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,5,700.526298,g 700+
4.0,5.0,0,5,39.0,3.7,-0.11,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,6,827.894717,g 700+
4.0,4.0,0,1,30.0,3.1,-0.4,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,4,625.78946,e 580-640
3.0,4.0,0,3,29.0,3.7,-0.43,F,7,P,95,1,3,53,0,1.0,b Passed 2nd time,3,669.999987,f 640-700
5.0,6.0,1,5,45.0,3.4,0.12,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,6,892.6315549999999,g 700+
8.0,6.0,1,1,40.0,3.3,0.17,P,7,P,94,1,3,45,0,1.0,a Passed 1st time,4,803.68419,g 700+
3.0,1.0,0,3,36.0,3.2,-1.34,P,7,P,94,1,5,61,0,1.0,a Passed 1st time,3,730.526298,g 700+
7.0,5.0,0,3,33.0,3.3,-0.15,P,7,P,94,1,4,57,0,1.0,a Passed 1st time,3,693.157879,f 640-700
6.0,6.0,0,1,32.0,3.4,0.13,P,2,P,94,1,4,44,0,1.0,a Passed 1st time,4,687.3684059999999,f 640-700
7.0,6.0,1,4,45.0,3.4,0.17,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,5,892.6315549999999,g 700+
8.0,8.0,0,3,40.0,3.0,0.75,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,773.68419,g 700+
5.0,4.0,0,1,38.0,3.3,-0.28,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,4,772.105244,g 700+
3.0,3.0,1,3,28.0,3.2,-0.83,F,7,P,95,1,3,61,0,1.0,b Passed 2nd time,3,604.210514,e 580-640
5.0,5.0,1,1,39.0,3.7,-0.04,P,2,P,95,1,3,66,0,1.0,a Passed 1st time,4,827.894717,g 700+
7.0,7.0,0,3,37.0,3.4,0.44,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,766.3157709999999,g 700+
10.0,8.0,1,3,41.0,2.9,0.74,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,779.473663,g 700+
1.0,1.0,0,5,34.0,2.6,-1.36,F,2,F,95,1,2,67,0,0.0,c Failed,6,638.947352,e 580-640
8.0,10.0,1,3,42.0,3.4,1.29,P,7,P,94,1,3,51,0,1.0,a Passed 1st time,3,845.2631359999999,g 700+
3.0,7.0,0,4,32.0,3.8,0.42,P,7,P,95,2,1,50,1,1.0,a Passed 1st time,5,727.3684059999999,g 700+
5.0,4.0,0,3,38.0,3.4,-0.35,P,7,P,94,1,5,62,0,1.0,a Passed 1st time,3,782.105244,g 700+
9.0,10.0,0,1,44.0,3.5,1.43,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,4,886.842082,g 700+
8.0,7.0,1,4,37.0,3.4,0.37,P,2,P,95,2,3,52,1,1.0,a Passed 1st time,5,766.3157709999999,g 700+
3.0,2.0,0,1,32.5,2.7,-0.86,P,7,P,94,1,4,44,0,1.0,a Passed 1st time,4,625.2631425,e 580-640
1.0,2.0,1,3,41.0,3.1,-1.17,P,7,P,94,1,3,60,0,1.0,a Passed 1st time,3,799.473663,g 700+
1.0,1.0,0,5,36.0,3.0,-2.19,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,6,710.526298,g 700+
10.0,10.0,0,1,42.0,3.8,1.34,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,4,885.2631359999999,g 700+
4.0,9.0,0,3,42.0,2.8,0.92,F,2,F,96,2,1,58,1,0.0,c Failed,3,785.2631359999999,g 700+
2.0,3.0,0,3,35.0,3.2,-0.74,P,7,P,94,1,3,60,0,1.0,a Passed 1st time,3,714.736825,g 700+
10.0,10.0,1,4,48.0,4.0,1.94,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,5,999.999974,g 700+
5.0,6.0,1,1,37.0,3.3,0.11,P,7,P,93,1,3,57,0,1.0,a Passed 1st time,4,756.3157709999999,g 700+
5.0,7.0,0,4,39.0,3.6,0.52,P,7,P,95,1,5,62,0,1.0,a Passed 1st time,5,817.894717,g 700+
1.0,1.0,0,3,37.0,2.9,-1.51,F,7,P,95,1,3,41,0,1.0,b Passed 2nd time,3,716.3157709999999,g 700+
6.0,6.0,1,2,44.0,3.1,0.0,P,2,P,94,1,3,63,0,1.0,a Passed 1st time,2,846.842082,g 700+
10.0,10.0,1,1,38.0,3.0,1.3,P,7,P,94,1,3,60,0,1.0,a Passed 1st time,4,742.105244,g 700+
8.0,7.0,1,3,36.0,1.8,0.41,P,7,P,95,2,3,59,1,1.0,a Passed 1st time,3,590.526298,e 580-640
3.0,4.0,1,1,32.0,3.5,-0.24,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,4,697.368406,f 640-700
9.0,9.0,0,3,33.5,3.1,1.23,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,681.0526155,f 640-700
1.0,1.0,0,4,33.5,3.3,-1.89,F,7,F,94,1,3,62,0,0.0,c Failed,5,701.0526155,g 700+
3.0,2.0,0,1,27.0,2.9,-0.84,P,2,P,94,1,3,50,0,1.0,a Passed 1st time,4,558.421041,d 520-580
8.0,7.0,1,3,34.0,3.7,0.37,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,3,748.947352,g 700+
7.0,8.0,1,1,42.0,3.7,0.71,P,7,P,94,1,4,59,0,1.0,a Passed 1st time,4,875.263136,g 700+
9.0,8.0,1,1,38.0,3.5,0.58,P,7,P,94,1,3,56,0,1.0,a Passed 1st time,4,792.105244,g 700+
5.0,2.0,0,2,33.0,3.1,-0.99,F,7,F,95,1,3,61,0,0.0,c Failed,2,673.157879,f 640-700
9.0,9.0,0,1,42.0,3.5,1.06,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,4,855.263136,g 700+
7.0,8.0,0,2,37.0,3.0,0.76,F,2,F,95,2,4,62,1,0.0,c Failed,2,726.315771,g 700+
6.0,4.0,0,1,40.0,3.6,-0.33,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,4,833.6841900000001,g 700+
4.0,3.0,1,3,38.0,3.0,-0.77,P,7,P,94,1,4,48,0,1.0,a Passed 1st time,3,742.105244,g 700+
4.0,9.0,1,1,34.0,3.1,0.88,P,7,P,94,1,5,61,0,1.0,a Passed 1st time,4,688.947352,f 640-700
1.0,2.0,0,4,38.5,3.4,-0.97,F,7,P,96,1,4,57,0,1.0,b Passed 2nd time,5,789.9999805,g 700+
10.0,8.0,0,4,40.0,3.6,0.81,P,7,P,94,2,4,58,1,1.0,a Passed 1st time,5,833.6841900000001,g 700+
9.0,9.0,0,2,38.0,3.6,1.11,P,7,P,94,1,3,53,0,1.0,a Passed 1st time,2,802.105244,g 700+
8.0,8.0,1,1,33.0,3.0,0.59,P,7,P,94,1,4,57,0,1.0,a Passed 1st time,4,663.157879,f 640-700
5.0,5.0,0,3,42.0,1.9,-0.22,P,7,P,94,1,4,59,0,1.0,a Passed 1st time,3,695.2631359999999,f 640-700
8.0,8.0,0,4,31.0,3.6,0.62,P,7,P,94,1,2,60,0,1.0,a Passed 1st time,5,691.578933,f 640-700
1.0,1.0,0,1,34.0,2.9,-1.28,F,7,P,95,1,3,37,0,1.0,b Passed 2nd time,4,668.9473519999999,f 640-700
8.0,7.0,0,4,27.0,4.0,0.39,P,7,P,94,2,2,62,1,1.0,a Passed 1st time,5,668.4210410000001,f 640-700
9.0,7.0,1,3,32.5,3.5,0.45,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,3,705.2631425,g 700+
2.0,5.0,1,5,45.0,3.4,-0.15,P,7,P,94,1,2,60,0,1.0,a Passed 1st time,6,892.6315549999999,g 700+
2.0,4.0,0,1,44.0,2.9,-0.41,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,4,826.842082,g 700+
10.0,9.0,1,3,34.0,2.7,0.93,P,7,P,94,1,3,60,0,1.0,a Passed 1st time,3,648.947352,f 640-700
4.0,3.0,1,3,35.0,3.0,-0.65,P,7,P,94,1,4,55,0,1.0,a Passed 1st time,3,694.736825,f 640-700
10.0,9.0,0,3,37.0,3.9,0.95,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,3,816.3157709999999,g 700+
3.0,3.0,1,4,29.5,3.8,-0.72,P,7,P,94,1,4,58,0,1.0,a Passed 1st time,5,687.8947234999999,f 640-700
5.0,5.0,0,4,37.0,3.3,-0.11,P,7,P,94,1,4,58,0,1.0,a Passed 1st time,5,756.3157709999999,g 700+
9.0,3.0,0,4,40.5,4.0,-0.68,P,7,P,95,1,4,61,0,1.0,a Passed 1st time,5,881.5789265,g 700+
5.0,6.0,0,3,31.0,3.1,0.12,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,3,641.578933,f 640-700
7.0,8.0,1,3,37.0,2.9,0.55,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,3,716.3157709999999,g 700+
3.0,3.0,1,5,43.0,3.7,-0.78,P,7,P,94,1,3,59,0,1.0,a Passed 1st time,6,891.052609,g 700+
4.0,3.0,1,4,33.0,2.8,-0.54,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,5,643.157879,f 640-700
1.0,1.0,1,1,42.0,3.8,-1.41,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,4,885.2631359999999,g 700+
8.0,8.0,0,6,28.0,3.6,0.61,P,2,P,94,1,3,55,0,1.0,a Passed 1st time,1,644.210514,f 640-700
5.0,6.0,1,5,45.0,3.4,0.1,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,6,892.6315549999999,g 700+
8.0,7.0,1,4,45.0,3.4,0.34,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,5,892.6315549999999,g 700+
6.0,5.0,1,3,33.0,3.1,-0.2,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,673.157879,f 640-700
2.0,2.0,0,3,30.0,3.7,-1.17,F,7,F,94,1,3,61,0,0.0,c Failed,3,685.78946,f 640-700
9.0,7.0,0,4,48.0,3.8,0.47,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,5,979.999974,g 700+
2.0,1.0,0,3,34.0,2.7,-1.92,F,7,F,95,2,4,48,1,0.0,c Failed,3,648.947352,f 640-700
9.0,7.0,0,3,38.0,3.0,0.47,P,7,P,95,2,3,49,1,1.0,a Passed 1st time,3,742.105244,g 700+
7.0,9.0,1,1,39.0,3.6,0.92,P,7,P,94,1,3,58,0,1.0,a Passed 1st time,4,817.894717,g 700+
7.0,7.0,1,1,44.0,3.5,0.32,F,7,P,96,1,5,62,0,1.0,b Passed 2nd time,4,886.842082,g 700+
8.0,9.0,0,4,36.0,3.6,1.08,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,5,770.526298,g 700+
8.0,8.0,1,1,33.5,3.7,0.77,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,4,741.0526155,g 700+
1.0,1.0,1,3,31.0,2.4,-1.53,P,2,P,95,1,4,65,0,1.0,a Passed 1st time,3,571.578933,d 520-580
9.0,9.0,1,1,42.0,3.7,0.9,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,4,875.263136,g 700+
7.0,8.0,1,4,45.0,3.8,0.66,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,5,932.631555,g 700+
7.0,9.0,1,3,32.0,3.1,0.96,P,7,P,94,1,1,59,0,1.0,a Passed 1st time,3,657.368406,f 640-700
6.0,5.0,1,1,37.0,3.4,0.01,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,4,766.3157709999999,g 700+
1.0,2.0,1,3,36.3,2.5,-1.22,F,7,F,95,1,4,59,0,0.0,c Failed,3,665.2631398999999,f 640-700
4.0,5.0,1,3,34.0,2.3,-0.17,P,7,P,94,1,2,59,0,1.0,a Passed 1st time,3,608.9473519999999,e 580-640
5.0,7.0,0,3,26.0,3.4,0.34,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,592.631568,e 580-640
3.0,2.0,1,1,40.0,2.9,-1.14,P,7,P,94,1,4,56,0,1.0,a Passed 1st time,4,763.68419,g 700+
4.0,3.0,1,1,32.0,2.9,-0.59,P,2,P,94,1,2,49,0,1.0,a Passed 1st time,4,637.3684059999999,e 580-640
7.0,8.0,1,1,43.0,3.3,0.8,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,4,851.052609,g 700+
4.0,5.0,1,4,44.0,3.5,-0.13,P,7,P,94,1,5,62,0,1.0,a Passed 1st time,5,886.842082,g 700+
6.0,4.0,0,1,36.0,3.8,-0.34,P,6,P,94,1,3,63,0,1.0,a Passed 1st time,4,790.526298,g 700+
10.0,10.0,1,3,38.0,3.0,1.62,P,7,P,94,1,3,56,0,1.0,a Passed 1st time,3,742.105244,g 700+
5.0,7.0,0,1,34.0,3.8,0.43,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,4,758.9473519999999,g 700+
9.0,6.0,1,1,40.0,3.5,0.06,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,4,823.68419,g 700+
5.0,6.0,0,3,36.0,3.1,0.24,P,7,P,94,1,3,60,0,1.0,a Passed 1st time,3,720.526298,g 700+
8.0,7.0,1,1,45.0,2.6,0.45,P,7,P,94,1,5,59,0,1.0,a Passed 1st time,4,812.6315549999999,g 700+
1.0,2.0,0,3,37.0,3.3,-1.24,P,7,P,94,1,5,62,0,1.0,a Passed 1st time,3,756.3157709999999,g 700+
9.0,9.0,0,3,41.0,3.1,1.02,P,7,P,94,1,3,55,0,1.0,a Passed 1st time,3,799.473663,g 700+
2.0,4.0,1,3,28.0,3.3,-0.4,F,7,P,95,1,4,56,0,1.0,b Passed 2nd time,3,614.210514,e 580-640
6.0,6.0,1,4,44.0,3.6,0.21,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,5,896.842082,g 700+
8.0,7.0,1,5,42.0,3.1,0.47,P,7,P,94,1,5,60,0,1.0,a Passed 1st time,6,815.263136,g 700+
6.0,6.0,1,3,31.5,2.7,0.07,P,7,P,94,1,4,58,0,1.0,a Passed 1st time,3,609.4736695,e 580-640
4.0,7.0,0,5,43.0,2.6,0.57,P,7,P,94,1,4,58,0,1.0,a Passed 1st time,6,781.052609,g 700+
2.0,2.0,1,4,38.0,3.7,-0.84,P,7,P,94,1,5,61,0,1.0,a Passed 1st time,5,812.105244,g 700+
5.0,8.0,1,2,34.0,2.7,0.58,P,7,P,94,2,3,56,1,1.0,a Passed 1st time,2,648.947352,f 640-700
7.0,7.0,1,1,36.0,3.2,0.47,P,2,P,94,1,4,65,0,1.0,a Passed 1st time,4,730.526298,g 700+
4.0,5.0,1,3,42.0,2.9,-0.03,P,2,P,95,1,3,63,0,1.0,a Passed 1st time,3,795.2631359999999,g 700+
9.0,9.0,0,3,30.0,3.1,0.97,P,7,P,94,1,3,56,0,1.0,a Passed 1st time,3,625.78946,e 580-640
7.0,7.0,0,5,45.0,3.6,0.49,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,6,912.631555,g 700+
2.0,2.0,0,3,33.0,3.7,-1.14,F,2,F,96,2,3,46,1,0.0,c Failed,3,733.157879,g 700+
9.0,9.0,1,4,39.5,3.3,1.02,P,7,P,94,1,3,59,0,1.0,a Passed 1st time,5,795.7894534999999,g 700+
2.0,3.0,0,3,39.0,3.0,-0.53,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,757.8947169999999,g 700+
3.0,3.0,1,3,36.5,2.6,-0.58,F,7,P,95,1,4,56,0,1.0,b Passed 2nd time,3,678.4210345,f 640-700
1.0,1.0,0,1,29.5,3.6,-2.22,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,4,667.8947235,f 640-700
9.0,9.0,0,3,36.0,3.2,1.08,P,7,P,94,1,2,60,0,1.0,a Passed 1st time,3,730.526298,g 700+
2.0,4.0,1,1,38.5,3.0,-0.34,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,4,749.9999805,g 700+
9.0,9.0,1,1,44.0,3.4,1.18,P,7,P,94,1,3,54,0,1.0,a Passed 1st time,4,876.842082,g 700+
9.0,10.0,0,1,40.0,3.5,1.36,P,7,P,94,1,3,63,0,1.0,a Passed 1st time,4,823.68419,g 700+
7.0,7.0,1,4,47.0,3.7,0.36,P,7,P,94,1,4,52,0,1.0,a Passed 1st time,5,954.210501,g 700+
1.0,2.0,1,5,43.0,3.0,-0.92,P,7,P,94,1,2,61,0,1.0,a Passed 1st time,6,821.052609,g 700+
10.0,9.0,1,3,36.0,3.2,1.11,P,7,P,94,1,3,59,0,1.0,a Passed 1st time,3,730.526298,g 700+
8.0,9.0,1,3,39.0,2.2,1.18,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,3,677.894717,f 640-700
3.0,2.0,0,3,31.5,3.4,-0.92,P,2,P,94,1,2,45,0,1.0,a Passed 1st time,3,679.4736694999999,f 640-700
1.0,3.0,0,3,33.0,3.6,-0.81,P,7,P,94,1,3,46,0,1.0,a Passed 1st time,3,723.157879,g 700+
4.0,4.0,1,1,33.0,3.1,-0.37,P,7,P,94,1,5,61,0,1.0,a Passed 1st time,4,673.157879,f 640-700
6.0,9.0,0,3,30.5,3.8,1.02,P,7,P,95,1,3,60,0,1.0,a Passed 1st time,3,703.6841965,g 700+
