decile1b,decile3,decile1,sex,cluster,lsat,ugpa,zfygpa,dob_yr,zgpa,fulltime,fam_inc,age,parttime,pass_bar,bar,tier,index604,indxgrp,indxgrp2
8.0,9.0,8.0,0,5,43.0,3.5,0.64,69,1.16,1,5,62,0,1.0,a Passed 1st time,6,871.052609,g 700+,8
6.0,6.0,6.0,1,3,31.0,3.7,0.24,65,0.08,1,3,58,0,1.0,a Passed 1st time,3,701.578933,g 700+,6
10.0,10.0,10.0,0,3,40.0,3.9,1.59,69,1.71,1,4,62,0,1.0,a Passed 1st time,3,863.68419,g 700+,8
4.0,8.0,4.0,0,4,37.5,2.9,-0.29,64,0.62,2,3,57,1,1.0,a Passed 1st time,5,724.2105075,g 700+,6
6.0,6.0,6.0,0,4,36.0,3.8,0.19,67,0.14,1,4,60,0,1.0,a Passed 1st time,5,790.526298,g 700+,7
9.0,7.0,9.0,1,4,41.0,3.1,0.92,68,0.44,1,4,61,0,1.0,a Passed 1st time,5,799.473663,g 700+,7
3.0,4.0,3.0,1,1,42.0,2.8,-0.54,66,-0.28,1,4,59,0,1.0,a Passed 1st time,4,785.2631359999999,g 700+,7
1.0,1.0,1.0,1,3,24.5,2.9,-2.1,66,-2.48,1,3,59,0,1.0,b Passed 2nd time,3,518.9473585,c 460-520,2
1.0,4.0,2.0,1,1,37.0,3.7,-1.21,69,-0.33,1,3,62,0,1.0,a Passed 1st time,4,796.315771,g 700+,7
8.0,8.0,8.0,0,1,37.0,4.0,0.83,69,0.76,1,5,62,0,1.0,a Passed 1st time,4,826.315771,g 700+,8
7.0,9.0,7.0,1,2,28.0,3.1,0.49,68,0.94,2,3,66,1,1.0,a Passed 1st time,2,594.210514,e 580-640,4
9.0,9.0,9.0,0,5,38.0,3.8,1.29,69,0.96,1,4,62,0,1.0,a Passed 1st time,6,822.105244,g 700+,8
8.0,10.0,8.0,1,1,44.0,2.6,0.84,65,1.64,1,4,58,0,1.0,a Passed 1st time,4,796.842082,g 700+,7
1.0,1.0,2.0,0,3,28.0,2.4,-1.27,65,-1.62,1,3,58,0,1.0,b Passed 2nd time,3,524.210514,d 520-580,3
2.0,1.0,2.0,0,3,31.0,3.2,-1.07,68,-1.69,1,3,61,0,1.0,b Passed 2nd time,3,651.578933,f 640-700,5
2.0,2.0,2.0,0,1,29.7,3.1,-0.85,68,-1.23,1,4,61,0,1.0,a Passed 1st time,4,621.0526181,e 580-640,4
7.0,6.0,7.0,1,3,40.0,3.1,0.5,69,0.07,1,3,62,0,1.0,a Passed 1st time,3,783.6841900000001,g 700+,7
4.0,4.0,4.0,0,1,31.0,3.2,-0.34,68,-0.51,1,3,61,0,1.0,a Passed 1st time,4,651.578933,f 640-700,5
3.0,2.0,4.0,1,3,31.0,2.6,-0.43,68,-1.24,1,3,61,0,1.0,b Passed 2nd time,3,591.578933,e 580-640,4
2.0,4.0,3.0,1,2,31.0,2.9,-0.74,62,-0.46,1,3,55,0,1.0,a Passed 1st time,2,621.578933,e 580-640,4
4.0,4.0,4.0,1,1,40.0,3.3,-0.37,65,-0.52,1,4,58,0,1.0,a Passed 1st time,4,803.68419,g 700+,7
10.0,10.0,10.0,1,4,41.0,2.9,1.85,59,2.0,1,4,52,0,1.0,a Passed 1st time,5,779.473663,g 700+,7
8.0,8.0,8.0,1,1,33.0,3.1,0.68,67,0.64,1,4,60,0,1.0,a Passed 1st time,4,673.157879,f 640-700,5
5.0,6.0,6.0,1,2,33.0,3.2,0.02,63,0.16,1,4,56,0,1.0,a Passed 1st time,2,683.157879,f 640-700,5
6.0,6.0,6.0,1,4,42.0,3.3,0.07,69,0.22,1,4,62,0,1.0,a Passed 1st time,5,835.2631359999999,g 700+,8
8.0,7.0,8.0,1,3,29.3,3.5,0.58,59,0.41,1,3,52,0,1.0,a Passed 1st time,3,654.7368289,f 640-700,5
5.0,6.0,5.0,0,1,39.0,3.6,0.0,68,0.11,1,3,61,0,1.0,a Passed 1st time,4,817.894717,g 700+,7
1.0,1.0,2.0,1,3,34.0,2.8,-1.26,68,-1.79,1,5,66,0,1.0,a Passed 1st time,3,658.9473519999999,f 640-700,5
7.0,7.0,7.0,1,3,45.0,3.0,0.4,68,0.45,1,4,61,0,1.0,a Passed 1st time,3,852.6315549999999,g 700+,8
10.0,10.0,10.0,0,3,32.0,3.5,2.25,67,2.48,1,4,60,0,1.0,a Passed 1st time,3,697.368406,f 640-700,5
4.0,4.0,4.0,0,4,41.0,3.6,-0.46,68,-0.42,1,3,61,0,1.0,a Passed 1st time,5,849.473663,g 700+,8
1.0,1.0,1.0,0,4,27.7,3.0,-1.61,53,-2.61,2,3,46,1,1.0,a Passed 1st time,5,579.4736720999999,d 520-580,3
1.0,2.0,2.0,1,4,42.0,3.6,-1.21,64,-1.28,1,3,57,0,1.0,a Passed 1st time,5,865.263136,g 700+,8
7.0,6.0,7.0,0,3,35.0,3.9,0.5,69,0.2,1,3,62,0,1.0,a Passed 1st time,3,784.736825,g 700+,7
9.0,8.0,9.0,0,3,40.0,2.4,1.07,52,0.81,1,3,45,0,1.0,a Passed 1st time,3,713.68419,g 700+,6
6.0,8.0,6.0,0,2,34.0,2.8,0.13,67,0.68,1,4,60,0,1.0,a Passed 1st time,2,658.9473519999999,f 640-700,5
6.0,8.0,7.0,0,2,33.0,3.0,0.24,61,0.83,1,3,54,0,1.0,a Passed 1st time,2,663.157879,f 640-700,5
5.0,4.0,5.0,1,3,34.0,2.8,-0.12,68,-0.33,1,4,61,0,1.0,a Passed 1st time,3,658.9473519999999,f 640-700,5
1.0,1.0,2.0,0,2,34.0,2.8,-1.16,69,-1.63,1,5,62,0,1.0,b Passed 2nd time,2,658.9473519999999,f 640-700,5
4.0,2.0,4.0,1,3,32.0,3.5,-0.34,70,-1.06,1,4,63,0,1.0,a Passed 1st time,3,697.368406,f 640-700,5
6.0,7.0,6.0,0,3,33.5,3.5,0.19,47,0.31,2,4,40,1,1.0,a Passed 1st time,3,721.0526155,g 700+,6
2.0,3.0,3.0,1,4,41.0,2.9,-0.8,68,-0.56,1,3,61,0,1.0,a Passed 1st time,5,779.473663,g 700+,7
10.0,10.0,10.0,1,1,38.0,3.7,2.02,69,1.85,1,4,62,0,1.0,a Passed 1st time,4,812.105244,g 700+,7
2.0,3.0,2.0,1,3,33.0,3.3,-0.89,67,-0.86,1,4,60,0,1.0,a Passed 1st time,3,693.157879,f 640-700,5
10.0,9.0,10.0,0,6,26.0,3.0,1.49,67,1.05,1,4,60,0,1.0,a Passed 1st time,1,552.631568,d 520-580,3
10.0,9.0,10.0,1,1,32.5,3.1,1.46,68,0.91,1,3,61,0,1.0,a Passed 1st time,4,665.2631425,f 640-700,5
10.0,9.0,10.0,1,1,41.0,2.8,1.54,66,1.27,1,3,59,0,1.0,a Passed 1st time,4,769.473663,g 700+,7
5.0,7.0,6.0,1,5,43.0,2.9,0.07,61,0.27,1,3,54,0,1.0,a Passed 1st time,6,811.052609,g 700+,7
7.0,9.0,7.0,1,3,35.0,2.2,0.36,57,1.0,1,4,50,0,1.0,a Passed 1st time,3,614.736825,e 580-640,4
2.0,2.0,3.0,1,3,33.0,2.7,-0.78,61,-0.95,1,4,59,0,1.0,a Passed 1st time,3,633.157879,e 580-640,4
8.0,10.0,8.0,1,1,39.5,3.4,0.87,65,1.41,2,4,58,1,1.0,a Passed 1st time,4,805.7894534999999,g 700+,7
6.0,5.0,6.0,1,1,37.0,3.5,0.26,69,-0.25,1,4,62,0,1.0,a Passed 1st time,4,776.315771,g 700+,7
1.0,4.0,1.0,1,3,42.0,3.1,-1.39,66,-0.38,1,1,59,0,1.0,a Passed 1st time,3,815.263136,g 700+,7
5.0,7.0,5.0,0,1,40.0,3.8,-0.02,68,0.46,1,3,62,0,1.0,a Passed 1st time,4,853.68419,g 700+,8
2.0,4.0,2.0,0,4,37.0,3.2,-0.85,69,-0.37,1,4,62,0,1.0,b Passed 2nd time,5,746.315771,g 700+,6
3.0,3.0,4.0,0,3,32.0,3.2,-0.44,69,-0.69,1,3,62,0,1.0,a Passed 1st time,3,667.368406,f 640-700,5
2.0,4.0,3.0,1,1,41.0,3.4,-0.75,68,-0.48,1,3,61,0,1.0,a Passed 1st time,4,829.473663,g 700+,8
10.0,10.0,10.0,1,6,27.0,2.6,1.65,66,1.88,1,2,59,0,1.0,a Passed 1st time,1,528.4210410000001,d 520-580,3
6.0,4.0,6.0,1,5,44.0,3.2,0.31,69,-0.36,1,4,62,0,1.0,a Passed 1st time,6,856.842082,g 700+,8
5.0,4.0,6.0,1,4,42.0,3.4,0.04,63,-0.31,1,4,56,0,0.0,c Failed,5,845.2631359999999,g 700+,8
3.0,5.0,3.0,0,4,39.0,3.4,-0.56,68,-0.05,1,4,61,0,1.0,a Passed 1st time,5,797.8947169999999,g 700+,7
2.0,3.0,3.0,0,2,32.0,3.1,-0.74,69,-0.62,1,3,62,0,1.0,a Passed 1st time,2,657.368406,f 640-700,5
7.0,6.0,7.0,0,3,34.0,3.5,0.38,68,0.2,1,3,61,0,1.0,a Passed 1st time,3,728.9473519999999,g 700+,6
9.0,8.0,9.0,0,3,38.0,2.7,1.1,62,0.86,1,4,55,0,1.0,a Passed 1st time,3,712.105244,g 700+,6
10.0,10.0,10.0,1,4,43.0,3.4,1.78,60,1.73,1,3,53,0,1.0,a Passed 1st time,5,861.052609,g 700+,8
10.0,10.0,10.0,1,4,47.0,3.4,1.92,69,1.46,1,2,62,0,1.0,a Passed 1st time,5,924.210501,g 700+,8
4.0,3.0,4.0,0,4,37.0,3.3,-0.45,69,-0.74,1,3,62,0,1.0,a Passed 1st time,5,756.3157709999999,g 700+,6
9.0,9.0,10.0,0,3,47.0,3.6,1.27,63,1.27,1,3,56,0,1.0,a Passed 1st time,3,944.210501,g 700+,8
6.0,9.0,6.0,0,4,37.0,3.0,0.26,69,1.11,1,3,62,0,1.0,a Passed 1st time,5,726.315771,g 700+,6
7.0,3.0,7.0,1,2,29.0,2.7,0.44,65,-0.8,1,2,58,0,1.0,a Passed 1st time,2,569.999987,d 520-580,3
10.0,10.0,10.0,1,3,39.0,3.9,1.42,62,1.34,1,2,55,0,1.0,a Passed 1st time,3,847.8947169999999,g 700+,8
4.0,5.0,4.0,0,2,36.0,3.4,-0.4,68,-0.26,1,3,61,0,1.0,a Passed 1st time,2,750.526298,g 700+,6
3.0,6.0,3.0,0,3,28.0,3.3,-0.56,68,0.14,1,4,61,0,1.0,a Passed 1st time,3,614.210514,e 580-640,4
9.0,10.0,9.0,1,3,37.0,2.4,1.26,64,1.57,1,2,57,0,1.0,a Passed 1st time,3,666.3157709999999,f 640-700,5
6.0,6.0,6.0,1,3,39.0,2.7,0.07,69,-0.02,1,2,67,0,1.0,a Passed 1st time,3,727.894717,g 700+,6
6.0,7.0,6.0,1,5,41.0,3.9,0.27,69,0.54,1,3,62,0,1.0,a Passed 1st time,6,879.473663,g 700+,8
9.0,9.0,9.0,0,1,43.0,3.0,0.9,40,1.0,1,3,33,0,1.0,a Passed 1st time,4,821.052609,g 700+,8
3.0,8.0,3.0,0,3,32.5,3.6,-0.58,69,0.8,1,3,62,0,1.0,a Passed 1st time,3,715.2631425,g 700+,6
3.0,6.0,3.0,1,1,37.0,3.3,-0.64,67,0.13,1,4,60,0,1.0,a Passed 1st time,4,756.3157709999999,g 700+,6
1.0,1.0,1.0,1,4,27.7,2.9,-1.83,68,-1.74,1,4,61,0,1.0,b Passed 2nd time,5,569.4736720999999,d 520-580,3
6.0,2.0,7.0,1,3,38.0,3.8,0.26,69,-0.96,1,4,62,0,1.0,a Passed 1st time,3,822.105244,g 700+,8
7.0,8.0,7.0,1,4,40.0,3.5,0.36,67,0.56,1,3,60,0,1.0,a Passed 1st time,5,823.68419,g 700+,8
5.0,6.0,5.0,0,4,38.0,3.0,-0.2,68,0.06,1,4,61,0,1.0,a Passed 1st time,5,742.105244,g 700+,6
9.0,7.0,9.0,1,3,42.0,2.5,1.06,49,0.5,1,3,42,0,1.0,a Passed 1st time,3,755.263136,g 700+,6
1.0,3.0,1.0,0,4,44.0,3.5,-1.31,69,-0.75,1,4,62,0,1.0,a Passed 1st time,5,886.842082,g 700+,8
1.0,1.0,1.0,1,3,23.5,3.0,-1.39,66,-1.76,1,3,64,0,0.0,c Failed,3,513.1578855,c 460-520,2
2.0,2.0,2.0,1,1,43.0,3.1,-1.01,68,-1.28,1,3,61,0,1.0,a Passed 1st time,4,831.052609,g 700+,8
5.0,6.0,5.0,1,3,40.0,2.8,-0.15,64,0.1,1,4,57,0,1.0,a Passed 1st time,3,753.68419,g 700+,6
6.0,8.0,6.0,1,3,35.0,2.9,0.15,68,0.79,1,2,66,0,1.0,a Passed 1st time,3,684.736825,f 640-700,5
3.0,2.0,3.0,1,1,36.0,3.0,-0.62,69,-1.15,1,4,67,0,1.0,a Passed 1st time,4,710.526298,g 700+,6
4.0,5.0,5.0,1,1,38.0,3.3,-0.16,66,-0.07,1,2,59,0,1.0,a Passed 1st time,4,772.105244,g 700+,7
6.0,8.0,7.0,1,3,36.0,3.2,0.27,69,0.58,1,4,62,0,1.0,a Passed 1st time,3,730.526298,g 700+,6
6.0,7.0,7.0,0,3,27.0,3.5,0.27,70,0.26,1,4,63,0,1.0,a Passed 1st time,3,618.4210410000001,e 580-640,4
7.0,6.0,7.0,1,3,33.0,3.4,0.37,70,0.11,1,5,63,0,1.0,a Passed 1st time,3,703.157879,g 700+,6
9.0,8.0,9.0,0,1,34.0,3.9,1.25,64,0.84,1,4,57,0,1.0,a Passed 1st time,4,768.9473519999999,g 700+,7
4.0,5.0,4.0,1,1,35.3,2.7,-0.42,68,-0.21,1,4,61,0,1.0,a Passed 1st time,4,669.4736669,f 640-700,5
4.0,3.0,5.0,0,3,38.0,3.5,-0.22,69,-0.63,1,4,62,0,1.0,a Passed 1st time,3,792.105244,g 700+,7
2.0,2.0,2.0,0,3,37.0,3.0,-0.91,68,-0.97,1,3,61,0,1.0,a Passed 1st time,3,726.315771,g 700+,6
2.0,2.0,2.0,0,1,25.0,3.2,-0.88,52,-1.17,1,3,50,0,1.0,a Passed 1st time,4,556.842095,d 520-580,3
10.0,8.0,10.0,1,1,39.0,3.8,1.4,68,0.59,1,3,66,0,1.0,a Passed 1st time,4,837.8947169999999,g 700+,8
6.0,1.0,6.0,1,6,31.0,2.2,0.21,69,-1.54,1,4,62,0,0.0,c Failed,1,551.578933,d 520-580,3
4.0,3.0,5.0,1,2,35.0,2.8,-0.24,67,-0.71,1,3,60,0,1.0,a Passed 1st time,2,674.736825,f 640-700,5
5.0,6.0,6.0,0,4,31.0,3.3,0.05,69,0.13,1,5,62,0,1.0,a Passed 1st time,5,661.578933,f 640-700,5
2.0,1.0,2.0,0,3,24.0,2.4,-1.02,67,-1.4,1,3,65,0,1.0,b Passed 2nd time,3,461.052622,c 460-520,2
7.0,5.0,7.0,0,1,40.0,3.1,0.45,69,-0.23,1,3,62,0,1.0,a Passed 1st time,4,783.6841900000001,g 700+,7
2.0,1.0,2.0,0,1,33.0,3.5,-0.86,61,-1.37,1,3,54,0,1.0,a Passed 1st time,4,713.157879,g 700+,6
5.0,4.0,6.0,1,4,43.0,3.5,0.05,65,-0.44,1,4,58,0,1.0,a Passed 1st time,5,871.052609,g 700+,8
10.0,10.0,10.0,1,4,46.0,3.9,1.73,70,1.58,1,3,63,0,1.0,a Passed 1st time,5,958.421028,g 700+,8
5.0,4.0,5.0,1,3,35.0,3.5,-0.04,67,-0.36,1,4,65,0,1.0,a Passed 1st time,3,744.736825,g 700+,6
9.0,6.0,10.0,1,3,41.0,2.9,1.29,63,0.23,2,3,56,1,1.0,a Passed 1st time,3,779.473663,g 700+,7
5.0,5.0,6.0,0,3,31.0,3.4,0.04,67,-0.13,1,2,60,0,1.0,a Passed 1st time,3,671.578933,f 640-700,5
3.0,2.0,4.0,1,3,34.0,3.3,-0.44,67,-1.22,1,4,60,0,1.0,a Passed 1st time,3,708.9473519999999,g 700+,6
4.0,5.0,4.0,0,5,36.0,3.7,-0.31,69,-0.15,1,4,62,0,1.0,a Passed 1st time,6,780.526298,g 700+,7
1.0,2.0,1.0,0,3,35.0,3.0,-1.53,68,-1.15,1,3,66,0,1.0,a Passed 1st time,3,694.736825,f 640-700,5
8.0,5.0,8.0,0,3,38.0,3.0,0.73,69,-0.14,1,3,62,0,1.0,a Passed 1st time,3,742.105244,g 700+,6
9.0,10.0,9.0,0,2,37.0,2.9,1.18,51,1.35,1,4,44,0,1.0,a Passed 1st time,2,716.3157709999999,g 700+,6
4.0,5.0,4.0,0,1,36.0,3.8,-0.32,69,-0.07,1,3,62,0,1.0,a Passed 1st time,4,790.526298,g 700+,7
2.0,1.0,2.0,1,4,23.0,3.8,-1.07,55,-1.54,2,3,48,1,1.0,b Passed 2nd time,5,585.263149,e 580-640,4
1.0,1.0,1.0,1,5,42.0,2.7,-1.61,68,-1.79,1,5,61,0,1.0,a Passed 1st time,6,775.263136,g 700+,7
9.0,8.0,9.0,0,5,42.0,3.5,1.27,65,0.76,1,4,58,0,1.0,a Passed 1st time,6,855.263136,g 700+,8
9.0,9.0,9.0,1,5,48.0,3.5,1.29,67,0.85,1,5,60,0,1.0,a Passed 1st time,6,949.999974,g 700+,8
4.0,5.0,5.0,0,3,37.0,3.2,-0.24,68,-0.25,1,4,61,0,1.0,a Passed 1st time,3,746.315771,g 700+,6
6.0,6.0,6.0,1,1,40.0,3.4,0.14,68,0.05,1,4,61,0,1.0,a Passed 1st time,4,813.68419,g 700+,7
10.0,9.0,10.0,1,3,38.0,3.7,1.68,69,1.18,1,4,63,0,1.0,a Passed 1st time,3,812.105244,g 700+,7
6.0,3.0,6.0,1,1,40.0,3.4,0.1,67,-0.67,1,3,60,0,1.0,a Passed 1st time,4,813.68419,g 700+,7
3.0,4.0,3.0,1,2,30.5,3.5,-0.57,68,-0.36,1,4,61,0,1.0,a Passed 1st time,2,673.6841965,f 640-700,5
6.0,7.0,6.0,1,5,47.0,3.5,0.25,68,0.31,1,4,61,0,1.0,a Passed 1st time,6,934.210501,g 700+,8
10.0,10.0,10.0,0,1,46.0,3.8,1.74,68,1.47,1,3,66,0,1.0,a Passed 1st time,4,948.421028,g 700+,8
9.0,8.0,9.0,1,3,41.0,3.5,1.14,68,0.81,1,3,61,0,1.0,a Passed 1st time,3,839.473663,g 700+,8
6.0,5.0,6.0,1,3,37.0,3.4,0.1,69,-0.12,1,3,62,0,1.0,a Passed 1st time,3,766.3157709999999,g 700+,7
10.0,10.0,10.0,0,3,39.0,2.7,1.58,66,1.49,1,3,59,0,1.0,a Passed 1st time,3,727.894717,g 700+,6
3.0,3.0,4.0,1,3,31.0,3.1,-0.44,68,-0.82,1,4,61,0,1.0,a Passed 1st time,3,641.578933,f 640-700,5
8.0,8.0,8.0,0,1,32.0,3.3,0.63,63,0.58,1,2,56,0,1.0,a Passed 1st time,4,677.3684059999999,f 640-700,5
9.0,9.0,9.0,1,3,35.5,2.9,1.19,65,1.15,1,3,58,0,1.0,a Passed 1st time,3,692.6315615,f 640-700,5
2.0,3.0,3.0,1,3,39.0,3.0,-0.81,69,-0.86,1,3,62,0,1.0,a Passed 1st time,3,757.8947169999999,g 700+,6
7.0,8.0,7.0,0,1,42.0,2.9,0.55,69,0.73,1,4,62,0,1.0,a Passed 1st time,4,795.2631359999999,g 700+,7
8.0,8.0,8.0,0,1,37.0,2.9,0.62,68,0.59,1,3,61,0,1.0,a Passed 1st time,4,716.3157709999999,g 700+,6
7.0,8.0,7.0,1,3,42.0,3.9,0.45,54,0.77,1,3,47,0,1.0,a Passed 1st time,3,895.2631359999999,g 700+,8
10.0,10.0,10.0,0,3,40.0,3.6,1.9,54,2.12,1,3,47,0,1.0,a Passed 1st time,3,833.6841900000001,g 700+,8
9.0,6.0,9.0,0,3,35.0,3.2,1.19,66,0.14,1,1,59,0,1.0,a Passed 1st time,3,714.736825,g 700+,6
5.0,6.0,5.0,1,3,36.0,2.8,-0.16,64,0.24,1,4,57,0,1.0,a Passed 1st time,3,690.526298,f 640-700,5
8.0,8.0,8.0,0,4,44.0,3.7,0.8,69,0.72,1,4,62,0,1.0,a Passed 1st time,5,906.842082,g 700+,8
8.0,9.0,8.0,0,4,44.0,3.7,0.78,69,0.92,1,4,62,0,1.0,a Passed 1st time,5,906.842082,g 700+,8
1.0,1.0,1.0,0,1,41.0,3.4,-2.16,65,-2.13,1,3,63,0,1.0,a Passed 1st time,4,829.473663,g 700+,8
3.0,4.0,3.0,0,3,42.0,3.0,-0.67,69,-0.34,1,5,62,0,1.0,a Passed 1st time,3,805.263136,g 700+,7
5.0,6.0,5.0,0,4,38.0,3.3,-0.1,68,0.03,1,5,61,0,1.0,a Passed 1st time,5,772.105244,g 700+,7
3.0,5.0,4.0,0,3,37.0,3.1,-0.49,69,-0.12,1,4,62,0,1.0,a Passed 1st time,3,736.315771,g 700+,6
1.0,1.0,1.0,0,3,37.0,2.7,-1.51,68,-1.89,1,4,61,0,1.0,a Passed 1st time,3,696.315771,f 640-700,5
8.0,8.0,8.0,0,2,28.0,2.8,0.67,59,0.58,1,5,52,0,1.0,a Passed 1st time,2,564.210514,d 520-580,3
7.0,7.0,7.0,1,1,41.0,3.6,0.48,60,0.47,2,3,53,1,1.0,a Passed 1st time,4,849.473663,g 700+,8
9.0,5.0,9.0,1,3,32.0,3.0,0.98,69,-0.04,1,4,62,0,1.0,a Passed 1st time,3,647.368406,f 640-700,5
5.0,4.0,5.0,0,4,39.0,3.8,-0.14,61,-0.29,1,3,54,0,1.0,a Passed 1st time,5,837.8947169999999,g 700+,8
3.0,3.0,3.0,0,3,27.0,2.7,-0.54,66,-0.72,1,2,59,0,1.0,a Passed 1st time,3,538.4210410000001,d 520-580,3
1.0,5.0,1.0,0,1,33.0,3.2,-1.5,41,-0.24,1,3,34,0,1.0,a Passed 1st time,4,683.157879,f 640-700,5
4.0,4.0,4.0,1,3,39.0,3.3,-0.32,67,-0.56,1,4,60,0,1.0,a Passed 1st time,3,787.8947169999999,g 700+,7
10.0,10.0,10.0,1,3,32.0,3.3,1.78,69,1.87,1,4,62,0,1.0,a Passed 1st time,3,677.3684059999999,f 640-700,5
1.0,2.0,2.0,1,6,29.0,2.7,-1.03,69,-1.21,1,2,62,0,1.0,b Passed 2nd time,1,569.999987,d 520-580,3
7.0,5.0,8.0,0,1,33.0,2.9,0.58,70,-0.04,1,3,63,0,1.0,b Passed 2nd time,4,653.157879,f 640-700,5
8.0,7.0,8.0,1,3,39.0,3.0,0.59,69,0.3,1,4,62,0,1.0,a Passed 1st time,3,757.8947169999999,g 700+,6
6.0,7.0,6.0,0,4,33.0,3.4,0.1,69,0.29,1,3,62,0,1.0,a Passed 1st time,5,703.157879,g 700+,6
3.0,3.0,3.0,0,1,40.0,3.8,-0.54,69,-0.71,1,3,62,0,1.0,a Passed 1st time,4,853.68419,g 700+,8
1.0,1.0,2.0,1,1,44.0,3.0,-1.19,67,-1.73,1,4,60,0,1.0,a Passed 1st time,4,836.842082,g 700+,8
4.0,1.0,4.0,0,3,32.0,3.0,-0.41,59,-1.7,1,3,52,0,1.0,b Passed 2nd time,3,647.368406,f 640-700,5
5.0,6.0,5.0,1,3,46.0,2.9,-0.12,64,0.04,1,3,57,0,1.0,a Passed 1st time,3,858.421028,g 700+,8
2.0,3.0,2.0,1,1,39.0,3.0,-1.09,69,-0.85,1,4,62,0,1.0,a Passed 1st time,4,757.8947169999999,g 700+,6
6.0,4.0,6.0,0,3,41.0,2.7,0.13,65,-0.48,1,4,58,0,1.0,a Passed 1st time,3,759.473663,g 700+,6
6.0,6.0,6.0,1,6,24.0,2.6,0.17,60,0.23,1,5,53,0,1.0,a Passed 1st time,1,481.052622,c 460-520,2
4.0,7.0,5.0,0,3,33.5,3.0,-0.21,62,0.47,1,3,55,0,1.0,a Passed 1st time,3,671.0526155,f 640-700,5
8.0,8.0,8.0,1,1,42.0,3.0,0.78,66,0.72,1,3,64,0,1.0,a Passed 1st time,4,805.263136,g 700+,7
8.0,9.0,8.0,0,2,31.0,3.5,0.75,67,1.08,1,4,60,0,1.0,a Passed 1st time,2,681.578933,f 640-700,5
8.0,8.0,9.0,0,3,41.0,3.1,0.86,54,0.55,1,1,47,0,1.0,a Passed 1st time,3,799.473663,g 700+,7
2.0,2.0,2.0,0,1,38.0,3.2,-1.09,57,-0.91,1,4,50,0,1.0,a Passed 1st time,4,762.105244,g 700+,7
3.0,2.0,3.0,0,4,28.0,2.9,-0.66,66,-1.0,1,4,59,0,1.0,b Passed 2nd time,5,574.210514,d 520-580,3
7.0,4.0,7.0,0,1,30.0,3.5,0.34,68,-0.53,1,3,61,0,1.0,a Passed 1st time,4,665.78946,f 640-700,5
6.0,7.0,6.0,0,3,39.0,2.8,0.06,67,0.49,1,3,65,0,1.0,a Passed 1st time,3,737.8947169999999,g 700+,6
2.0,1.0,2.0,1,5,39.0,3.6,-1.1,61,-1.33,1,2,54,0,1.0,a Passed 1st time,6,817.894717,g 700+,7
5.0,2.0,5.0,1,4,38.0,3.6,-0.18,69,-0.88,1,5,67,0,1.0,a Passed 1st time,5,802.105244,g 700+,7
2.0,2.0,2.0,0,1,37.0,3.5,-1.1,71,-1.2,1,4,64,0,1.0,a Passed 1st time,4,776.315771,g 700+,7
6.0,8.0,7.0,1,2,31.0,3.1,0.27,68,0.55,1,4,61,0,1.0,a Passed 1st time,2,641.578933,f 640-700,5
8.0,9.0,9.0,0,4,47.0,3.1,0.86,64,0.88,1,2,57,0,1.0,a Passed 1st time,5,894.210501,g 700+,8
10.0,10.0,10.0,0,3,37.0,3.5,2.33,62,2.53,1,3,55,0,1.0,a Passed 1st time,3,776.315771,g 700+,7
8.0,9.0,8.0,0,1,36.0,3.7,0.77,68,0.94,1,3,61,0,1.0,a Passed 1st time,4,780.526298,g 700+,7
10.0,10.0,10.0,1,1,38.0,3.6,1.46,63,1.86,1,4,56,0,1.0,a Passed 1st time,4,802.105244,g 700+,7
7.0,7.0,7.0,0,3,38.0,3.1,0.51,69,0.39,1,4,62,0,1.0,a Passed 1st time,3,752.105244,g 700+,6
9.0,9.0,9.0,0,4,40.0,3.4,1.02,65,1.24,1,3,58,0,1.0,a Passed 1st time,5,813.68419,g 700+,7
1.0,1.0,2.0,1,1,27.0,3.0,-1.17,69,-2.19,1,3,67,0,1.0,b Passed 2nd time,4,568.4210410000001,d 520-580,3
2.0,2.0,2.0,0,5,38.0,3.7,-0.96,65,-0.87,1,2,58,0,1.0,a Passed 1st time,6,812.105244,g 700+,7
1.0,1.0,1.0,1,1,30.0,3.0,-2.45,69,-2.46,1,4,62,0,1.0,a Passed 1st time,4,615.78946,e 580-640,4
4.0,3.0,4.0,0,3,37.0,3.3,-0.29,64,-0.64,1,3,57,0,1.0,a Passed 1st time,3,756.3157709999999,g 700+,6
9.0,10.0,9.0,0,3,42.0,3.9,1.09,69,1.37,1,5,62,0,1.0,a Passed 1st time,3,895.2631359999999,g 700+,8
4.0,5.0,5.0,1,1,32.5,2.0,-0.19,59,-0.06,2,3,52,1,1.0,a Passed 1st time,4,555.2631425,d 520-580,3
4.0,3.0,4.0,0,3,35.0,3.1,-0.28,58,-0.62,1,4,56,0,1.0,a Passed 1st time,3,704.736825,g 700+,6
6.0,5.0,6.0,1,1,38.5,3.3,0.12,66,-0.25,1,2,59,0,1.0,a Passed 1st time,4,779.9999805,g 700+,7
3.0,1.0,3.0,1,3,37.0,3.2,-0.67,68,-1.33,2,3,61,1,1.0,a Passed 1st time,3,746.315771,g 700+,6
2.0,2.0,3.0,0,4,38.0,3.0,-0.76,69,-1.03,1,3,62,0,1.0,a Passed 1st time,5,742.105244,g 700+,6
