sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid
0,32,0,0,0,0,0,0,0,339,1
0,47,1,0,0,0,0,0,1,38,0
0,21,2,0,1,2,2,3,0,79,1
0,35,0,0,3,0,0,13,0,282,0
0,46,1,0,0,0,0,3,1,213,1
0,34,0,0,0,0,0,5,0,166,1
0,52,1,0,0,0,0,2,0,388,0
0,21,2,1,0,0,0,0,1,38,1
0,53,1,1,0,0,0,1,1,12,0
1,19,2,1,0,0,0,0,0,150,1
0,22,2,0,0,0,0,0,1,211,0
0,45,1,0,0,0,0,1,0,388,0
1,27,0,1,0,0,0,0,0,60,0
0,25,0,1,0,0,0,0,1,38,0
0,30,0,1,0,0,0,0,0,152,1
0,31,0,0,0,0,0,2,0,124,1
0,28,0,1,0,0,0,3,0,388,0
0,36,0,0,0,0,0,3,1,38,1
0,27,0,0,0,0,0,7,0,388,1
0,42,0,0,0,0,0,1,0,282,0
0,35,0,1,0,0,0,0,0,282,1
1,33,0,1,0,0,0,2,0,226,0
0,24,2,0,1,0,0,6,0,105,1
0,25,0,0,0,1,0,21,0,388,1
1,42,0,1,0,0,0,0,1,38,0
0,21,2,0,0,0,0,0,0,166,1
1,28,0,0,0,0,0,0,1,38,0
0,27,0,0,0,0,0,25,0,388,1
1,21,2,1,0,0,0,0,0,59,0
0,26,0,1,0,0,0,0,1,38,1
0,36,0,1,0,0,0,0,0,149,0
0,49,1,1,0,0,0,0,0,282,1
0,44,0,1,0,0,0,0,0,282,1
0,28,0,1,0,0,0,1,1,38,0
1,35,0,0,0,0,0,12,0,265,1
0,34,0,0,0,0,0,3,0,154,0
0,45,1,0,0,0,0,15,0,124,1
0,28,0,0,0,0,0,9,0,124,1
1,25,0,0,0,0,0,1,0,7,0
0,21,2,0,0,1,0,1,1,26,0
0,48,1,0,0,0,0,1,0,172,0
0,37,0,1,0,0,0,1,1,38,0
0,24,2,0,0,0,0,3,0,282,1
0,37,0,1,0,0,0,1,1,38,1
0,39,0,1,0,0,0,1,0,326,0
0,24,2,1,0,0,1,1,0,52,1
0,49,1,0,0,0,0,2,0,388,0
0,23,2,0,0,0,0,1,0,388,1
0,43,0,1,0,0,0,5,0,58,0
0,28,0,0,0,0,0,6,1,388,1
0,53,1,0,0,0,0,1,1,92,0
1,27,0,0,0,0,0,2,1,217,1
0,39,0,1,0,0,0,0,1,380,0
0,47,1,0,0,0,0,22,0,154,1
0,28,0,0,0,0,0,4,0,378,1
0,36,0,1,0,0,0,2,0,250,0
1,24,2,0,0,0,0,1,0,388,0
0,35,0,0,0,0,0,0,1,38,0
0,23,2,0,0,0,0,3,0,340,0
0,26,0,0,0,0,0,2,0,7,0
0,31,0,0,0,0,0,7,0,166,1
1,30,0,0,0,3,2,14,0,65,1
0,25,0,1,0,0,0,2,1,123,0
0,24,2,0,0,0,0,6,0,109,1
0,34,0,0,0,0,0,1,0,166,1
0,26,0,0,0,0,0,2,1,38,0
0,60,1,0,0,0,0,0,0,139,0
1,20,2,0,0,0,0,0,0,166,0
0,23,2,1,0,0,0,0,0,250,0
0,26,0,0,0,0,0,5,0,388,1
0,40,0,1,0,0,0,4,1,123,0
0,28,0,0,0,0,0,1,0,154,1
0,49,1,0,0,0,0,1,0,166,1
0,19,2,0,0,1,0,1,0,388,1
0,53,1,1,0,0,0,1,0,388,0
1,24,2,0,0,0,0,0,0,166,0
0,31,0,0,0,0,0,0,0,333,0
1,33,0,1,0,0,0,2,0,286,0
0,26,0,1,0,3,0,8,0,308,1
0,32,0,1,0,0,0,2,0,265,0
0,25,0,1,0,0,0,0,0,388,1
0,21,2,0,0,0,0,1,0,166,0
0,38,0,0,0,0,0,3,0,150,0
0,23,2,1,0,0,0,0,0,158,0
0,20,2,1,0,0,1,0,0,388,1
1,39,0,1,0,0,0,4,0,12,1
0,24,2,0,0,0,0,1,0,59,1
0,23,2,0,0,0,0,0,0,5,0
0,49,1,0,0,0,0,3,0,388,0
0,31,0,0,0,0,0,7,0,245,1
0,20,2,0,0,0,0,1,0,166,1
0,28,0,1,0,0,0,0,1,38,0
0,67,1,1,0,0,0,3,0,388,0
0,33,0,0,0,0,0,0,0,19,0
0,52,1,0,0,0,0,0,0,329,0
0,45,1,0,0,0,0,17,0,155,1
0,27,0,0,0,0,1,8,0,225,1
0,22,2,1,0,0,0,1,0,166,0
0,40,0,1,0,0,0,0,1,38,1
0,30,0,1,0,0,0,1,1,127,1
0,42,0,0,0,0,0,1,0,388,0
0,24,2,0,0,0,1,2,0,143,1
0,46,1,1,0,0,0,4,0,379,0
0,38,0,0,0,0,0,4,0,315,0
1,32,0,0,0,0,0,0,1,194,1
0,26,0,1,0,0,0,0,1,162,0
0,54,1,1,0,0,0,1,1,38,1
0,27,0,0,0,0,0,2,0,187,0
0,61,1,1,0,0,0,1,0,388,0
0,51,1,0,0,0,0,1,1,253,1
0,57,1,1,0,0,0,0,0,7,0
0,24,2,1,0,0,3,3,1,38,1
0,34,0,0,0,0,0,1,0,388,0
0,27,0,0,0,0,0,1,0,346,0
1,28,0,0,0,0,0,10,1,213,1
0,35,0,0,0,0,0,10,1,383,1
0,30,0,0,0,0,0,6,0,124,1
0,44,0,0,0,0,0,0,0,307,0
0,61,1,1,0,0,0,10,0,52,0
0,26,0,0,0,0,0,1,0,388,1
0,48,1,0,1,0,0,10,0,154,1
0,42,0,0,0,0,0,4,1,122,0
0,38,0,1,0,0,0,10,0,282,1
1,53,1,1,0,0,0,0,1,38,0
0,26,0,0,0,0,0,3,1,233,0
0,22,2,0,0,0,0,1,0,59,1
0,50,1,1,0,0,0,0,0,166,0
0,44,0,1,3,0,0,16,1,123,0
0,24,2,0,0,1,3,4,0,2,1
0,21,2,0,0,0,0,0,0,166,1
0,50,1,1,0,0,0,0,0,282,0
1,36,0,1,0,0,0,0,1,38,0
0,39,0,1,0,0,0,0,0,388,0
1,54,1,0,0,0,0,7,0,161,0
0,29,0,0,0,0,0,0,1,302,0
0,26,0,1,0,0,0,0,1,38,0
0,41,0,0,0,0,0,3,0,154,1
0,23,2,0,0,0,0,1,0,166,1
0,34,0,1,0,0,0,0,1,38,0
0,31,0,1,0,0,0,11,0,143,1
0,20,2,0,0,0,0,0,0,166,0
0,49,1,0,0,0,0,10,0,388,1
0,26,0,0,0,0,0,4,0,275,1
0,28,0,0,0,0,0,1,0,282,1
0,26,0,0,0,0,0,0,0,166,0
0,55,1,0,0,0,0,1,0,282,0
0,22,2,0,0,0,0,0,1,296,0
1,26,0,0,0,0,0,0,1,253,0
0,56,1,0,0,0,0,0,1,38,0
0,46,1,0,0,0,0,2,0,272,0
0,58,1,0,0,0,0,16,0,388,1
0,28,0,0,0,0,0,4,0,56,0
0,33,0,0,0,0,0,8,0,290,0
1,31,0,0,0,0,0,0,1,38,0
0,26,0,0,0,0,0,1,1,233,0
0,34,0,1,0,0,0,0,1,38,0
0,33,0,0,0,0,0,0,0,315,0
1,32,0,0,0,0,0,0,0,154,0
0,37,0,0,0,0,0,9,0,225,1
0,50,1,0,0,0,0,1,0,282,0
0,35,0,1,0,0,0,1,0,388,0
1,47,1,1,0,0,0,0,1,294,1
1,52,1,0,0,0,0,8,0,388,0
0,26,0,0,0,1,2,5,0,322,1
0,45,1,0,0,0,0,13,0,154,1
0,19,2,0,0,0,0,0,1,38,1
0,41,0,0,0,0,0,8,0,124,1
0,24,2,0,0,0,0,0,1,38,0
0,21,2,0,0,1,0,1,0,307,0
0,54,1,1,0,0,0,0,1,38,0
0,49,1,1,0,0,0,0,0,162,0
0,42,0,1,0,0,0,1,0,388,0
0,21,2,0,0,0,0,1,0,282,1
0,46,1,1,0,0,0,5,0,40,1
0,74,1,1,0,0,0,0,1,88,0
1,38,0,0,0,0,0,0,0,281,0
1,39,0,0,0,0,0,1,0,388,0
1,38,0,0,0,0,0,0,0,388,0
0,19,2,0,1,0,1,1,0,388,1
0,28,0,1,0,0,0,0,0,59,1
0,25,0,0,0,0,0,1,0,159,1
0,53,1,1,0,0,0,1,1,92,0
0,23,2,0,0,1,0,2,0,59,0
0,55,1,1,0,0,0,33,0,155,1
1,64,1,1,0,0,0,1,0,388,0
0,23,2,0,0,0,0,1,1,38,1
0,23,2,0,0,0,2,4,0,281,1
1,41,0,0,0,0,0,0,0,58,0
0,53,1,0,0,0,0,0,1,123,0
0,34,0,0,0,0,0,0,0,45,0
0,24,2,0,0,0,0,0,0,149,1
0,26,0,0,0,0,0,1,1,80,0
0,44,0,1,0,0,0,4,0,124,0
1,27,0,1,0,0,0,0,0,7,0
0,28,0,1,0,0,0,14,0,219,0
0,55,1,1,0,0,0,1,1,92,0
0,36,0,0,0,0,0,15,0,388,0
0,23,2,0,0,0,0,1,0,388,0
0,56,1,0,0,0,0,1,1,123,0
0,27,0,1,0,0,0,2,0,265,1
0,37,0,1,0,0,0,1,1,38,0
0,32,0,0,0,0,0,1,0,184,1
0,41,0,0,2,0,0,18,1,368,1
0,22,2,0,0,0,0,1,0,44,1
0,37,0,1,0,0,0,1,0,282,1
0,45,1,0,0,0,0,3,1,382,0
1,31,0,0,0,0,0,14,0,11,0
0,42,0,0,0,0,0,7,0,149,1
0,26,0,0,0,2,2,20,0,162,1
0,33,0,1,0,0,0,0,0,105,1
0,22,2,1,0,0,0,0,1,91,1
1,36,0,0,0,0,0,1,1,38,0
0,54,1,1,0,0,0,0,1,294,0
0,25,0,0,0,1,2,5,0,388,1
0,24,2,1,0,0,0,3,0,166,1
0,23,2,0,0,0,0,0,1,183,0
0,61,1,1,0,0,0,0,1,38,0
1,42,0,1,0,0,0,0,1,123,0
0,28,0,1,0,0,0,1,1,92,1
0,27,0,0,0,0,0,1,1,253,0
0,24,2,1,0,0,0,2,1,38,0
0,32,0,0,0,0,0,16,0,124,1
0,38,0,1,0,0,0,0,0,149,0
0,21,2,1,0,1,1,1,1,365,0
0,27,0,0,0,0,0,1,0,261,1
0,39,0,1,0,0,0,0,0,282,0
0,29,0,1,0,0,0,0,0,378,0
0,29,0,1,0,0,0,1,0,282,0
0,36,0,1,0,0,0,1,0,265,1
0,46,1,0,0,0,0,0,0,219,1
0,44,0,0,1,0,0,7,0,244,0
0,27,0,0,0,0,0,0,1,336,0
0,27,0,0,0,0,0,8,0,149,1
0,61,1,1,0,0,0,0,1,38,0
0,47,1,0,0,0,0,0,1,38,1
0,27,0,0,0,0,0,1,1,38,0
0,28,0,1,0,0,0,0,0,166,1
1,31,0,1,0,0,0,1,1,38,1
0,26,0,1,0,0,0,9,1,385,1
0,53,1,0,0,0,0,2,0,388,1
0,26,0,0,0,0,0,1,0,388,1
0,25,0,0,0,0,0,2,0,388,0
0,23,2,0,0,0,0,5,1,303,1
1,21,2,0,0,3,1,4,1,388,1
0,23,2,0,0,0,0,1,1,181,0
0,30,0,0,0,1,1,3,1,38,0
1,45,1,0,0,0,0,2,0,141,0
0,27,0,0,0,0,0,2,1,38,1
1,26,0,0,0,0,0,0,1,38,0
0,21,2,1,0,0,0,0,0,388,1
1,62,1,1,0,0,0,0,1,194,0
0,48,1,1,0,0,0,0,0,282,0
0,53,1,0,0,0,0,1,1,97,0
0,62,1,0,0,0,0,3,1,92,1
0,28,0,0,1,1,0,5,0,10,0
0,56,1,1,0,0,0,1,0,158,0
0,35,0,0,0,0,0,2,0,388,0
1,56,1,0,0,0,0,2,1,381,1
0,22,2,0,1,0,0,2,0,378,1
0,26,0,0,0,0,0,5,0,8,1
0,35,0,0,0,0,0,4,1,122,0
0,22,2,0,0,0,0,1,0,166,1
1,37,0,0,1,0,0,7,0,113,0
1,32,0,0,0,0,0,0,0,375,0
1,33,0,0,0,0,0,3,0,12,1
0,38,0,0,0,0,0,2,0,154,1
0,53,1,1,0,0,0,0,1,38,0
0,32,0,1,0,0,0,0,1,38,0
0,26,0,1,0,0,0,0,1,80,0
0,61,1,1,0,0,0,0,1,91,0
0,21,2,0,0,0,0,0,1,38,0
0,69,1,0,0,0,0,22,1,26,0
0,26,0,0,0,0,0,0,1,123,0
0,30,0,0,0,0,0,9,0,245,1
0,21,2,1,0,0,0,1,0,388,0
0,41,0,1,0,0,0,0,1,92,0
0,45,1,0,0,0,0,0,0,124,1
0,31,0,0,0,1,3,10,0,124,1
0,22,2,1,0,0,0,0,0,20,0
1,54,1,1,0,0,0,0,0,3,1
0,50,1,1,0,0,0,2,1,38,1
0,37,0,0,2,0,0,11,0,219,0
1,21,2,0,0,0,0,0,0,109,1
0,23,2,0,0,0,0,6,1,380,1
0,30,0,1,0,0,0,0,0,139,1
0,30,0,0,0,0,0,11,0,388,1
0,26,0,1,0,0,0,5,1,194,0
1,59,1,0,0,0,0,0,1,38,0
0,29,0,0,0,0,0,13,0,124,1
0,67,1,0,0,0,0,0,0,329,0
0,30,0,1,0,0,0,13,0,237,1
0,25,0,0,0,0,0,5,1,38,1
0,45,1,0,0,0,0,8,0,155,0
0,22,2,0,0,0,1,0,0,61,0
0,41,0,0,0,0,0,8,0,124,1
0,46,1,0,0,0,0,3,0,282,1
0,27,0,0,0,0,0,0,1,38,0
1,37,0,0,0,0,0,13,0,154,0
0,22,2,0,0,0,2,0,0,52,1
0,19,2,0,0,0,0,0,0,219,1
0,45,1,1,0,0,0,2,1,388,0
1,33,0,0,0,0,0,5,0,282,1
0,52,1,0,0,0,0,7,0,155,0
1,21,2,0,0,0,0,0,0,265,0
0,43,0,0,0,0,0,6,1,388,1
0,33,0,1,0,0,0,3,0,388,0
0,26,0,0,1,0,0,3,0,150,1
0,37,0,1,0,0,0,0,1,38,0
0,38,0,0,0,0,0,1,0,302,1
0,35,0,0,0,0,0,1,1,38,1
0,27,0,0,0,0,0,1,0,154,1
0,40,0,0,0,0,0,1,0,149,0
0,21,2,0,1,0,0,1,0,388,0
0,38,0,1,0,0,0,3,0,282,1
0,37,0,1,0,0,0,0,1,92,0
0,44,0,1,0,0,0,0,0,374,0
0,30,0,0,0,0,0,0,0,281,0
0,40,0,0,0,0,0,0,0,7,0
0,49,1,1,0,0,0,1,0,302,0
0,67,1,1,0,0,0,0,1,93,0
0,59,1,0,0,0,0,14,0,282,1
0,21,2,0,1,0,0,1,0,388,1
0,31,0,1,0,0,0,6,1,92,0
1,50,1,1,0,0,0,2,0,282,1
0,30,0,0,0,0,0,7,0,124,0
0,28,0,1,0,0,0,1,1,26,0
0,48,1,0,0,0,0,7,0,282,1
0,55,1,1,0,0,0,0,1,93,0
0,42,0,1,0,0,0,0,1,38,0
0,34,0,0,0,0,0,0,1,38,1
0,43,0,0,0,0,0,4,1,382,1
0,44,0,0,0,0,0,0,0,9,0
0,29,0,0,0,1,0,17,0,149,1
0,25,0,1,0,0,0,2,0,65,1
1,32,0,0,0,0,0,0,1,38,1
0,96,1,0,0,0,0,2,0,12,1
0,29,0,0,0,0,0,0,1,38,0
0,27,0,0,0,1,1,8,0,265,1
0,31,0,0,0,0,0,0,1,217,0
0,24,2,0,0,0,0,1,0,309,1
0,34,0,0,0,0,0,0,0,388,1
0,48,1,0,0,0,0,2,0,166,1
0,41,0,0,0,0,0,1,0,164,0
0,26,0,0,0,0,1,12,1,38,1
0,42,0,0,0,0,0,0,0,173,1
0,29,0,0,0,0,0,0,1,303,0
0,26,0,1,0,0,0,0,1,38,0
1,27,0,0,0,0,0,1,0,388,0
0,35,0,1,0,0,0,4,1,38,0
0,54,1,1,0,0,0,1,0,166,0
0,20,2,0,0,0,0,0,0,55,0
0,27,0,1,0,0,0,0,0,388,0
0,21,2,0,0,0,0,1,0,59,0
0,27,0,1,0,1,1,7,1,38,1
0,34,0,0,1,0,0,11,0,388,1
0,54,1,0,0,0,0,0,1,217,0
0,29,0,0,0,0,0,2,0,154,1
0,39,0,0,0,0,0,1,0,388,0
1,33,0,1,0,0,0,0,1,336,0
1,40,0,0,0,0,0,7,0,388,1
1,35,0,0,0,0,0,0,1,38,0
0,28,0,0,0,0,0,0,1,38,1
0,53,1,0,0,0,0,0,1,38,0
0,28,0,1,0,0,1,2,1,128,0
0,26,0,0,0,0,0,0,0,166,0
0,31,0,0,0,1,0,3,0,149,0
0,24,2,1,0,0,0,3,1,38,1
0,45,1,1,0,0,0,19,0,155,1
0,33,0,0,0,0,0,1,1,123,0
0,28,0,0,0,0,0,1,0,283,0
1,45,1,1,0,0,0,1,0,275,1
0,33,0,1,0,0,0,3,0,388,1
0,23,2,1,0,0,4,4,0,237,1
0,36,0,0,0,0,0,6,0,83,0
0,22,2,0,0,0,0,0,0,219,0
0,28,0,0,0,0,0,2,0,166,1
0,37,0,0,0,0,0,3,1,38,0
1,52,1,1,0,0,0,0,1,123,0
0,26,0,1,0,0,0,0,0,16,0
0,28,0,1,0,0,0,4,0,274,1
1,33,0,1,0,0,0,2,0,388,0
0,23,2,1,0,0,1,3,0,388,1
0,31,0,1,0,0,1,3,1,123,1
1,55,1,1,0,0,0,0,1,123,0
0,24,2,1,0,0,2,3,0,339,1
0,37,0,0,0,0,0,2,1,122,0
0,41,0,0,0,0,0,0,0,15,0
0,26,0,1,0,0,0,0,1,123,0
0,41,0,0,0,0,0,13,0,16,0
0,33,0,0,0,0,0,6,0,219,0
0,47,1,0,0,0,0,0,1,128,1
0,23,2,0,0,0,0,0,0,166,0
0,27,0,1,0,0,0,1,0,388,0
0,24,2,1,0,0,0,0,0,337,1
0,30,0,0,0,1,0,10,0,388,0
0,55,1,1,0,0,0,1,0,282,0
0,26,0,0,0,0,0,13,1,38,1
0,35,0,0,0,0,0,0,0,16,0
0,20,2,0,0,0,0,1,1,296,0
0,24,2,1,0,0,0,3,1,118,1
0,31,0,0,0,2,0,8,1,38,1
0,55,1,0,0,0,0,0,0,219,1
0,33,0,1,0,0,0,7,0,203,1
0,44,0,1,0,0,0,6,0,388,1
0,41,0,0,0,0,0,25,0,282,1
0,56,1,0,0,0,0,9,1,388,0
0,21,2,0,0,0,0,1,0,59,0
1,48,1,1,0,0,0,1,1,91,0
0,56,1,1,0,0,0,7,0,150,1
0,39,0,1,0,0,0,2,1,38,0
0,31,0,0,0,0,0,0,0,340,0
1,25,0,1,0,0,0,0,0,0,0
1,28,0,0,0,0,0,3,0,16,0
0,30,0,0,0,0,0,0,0,290,1
1,19,2,0,0,0,0,0,1,128,1
0,20,2,0,0,0,0,0,1,38,1
0,57,1,1,0,0,0,0,0,7,0
0,51,1,0,0,0,0,8,1,217,1
0,27,0,0,0,0,0,5,0,275,1
0,26,0,0,0,0,2,0,0,349,0
0,23,2,1,0,0,0,3,1,216,1
0,35,0,0,0,1,0,14,1,38,1
0,37,0,0,0,0,0,5,0,282,0
0,48,1,0,0,0,0,0,0,149,0
0,21,2,0,0,0,1,0,0,59,0
0,52,1,0,0,0,0,1,1,388,0
0,22,2,0,0,0,0,0,0,282,1
0,41,0,1,0,0,0,1,0,52,1
1,25,0,1,0,0,0,1,1,38,1
0,54,1,0,0,0,0,0,1,38,1
0,25,0,0,4,0,0,13,0,388,1
1,40,0,1,0,0,0,4,0,282,0
0,22,2,0,0,0,0,0,0,30,0
0,50,1,1,0,0,0,10,0,158,0
0,35,0,1,0,0,0,2,1,38,0
0,28,0,1,0,0,0,7,0,148,1
0,21,2,0,0,0,0,0,0,65,0
0,27,0,1,0,0,0,0,0,52,0
0,22,2,0,0,0,0,0,0,12,1
1,38,0,0,0,0,0,20,0,44,1
0,32,0,1,0,0,0,0,0,275,0
0,59,1,1,0,0,0,0,0,166,0
0,20,2,0,0,0,0,0,1,38,1
0,59,1,1,0,0,0,0,0,265,0
1,44,0,1,0,0,0,1,0,44,1
0,26,0,0,0,1,1,9,1,303,1
0,30,0,0,0,1,0,9,0,124,1
0,25,0,0,0,1,1,3,1,336,1
0,44,0,0,0,0,0,0,1,38,0
1,31,0,0,0,0,0,0,1,38,1
1,32,0,0,0,0,0,0,0,52,0
0,37,0,0,0,0,0,22,0,388,1
0,22,2,1,1,0,0,2,0,388,0
0,38,0,0,0,0,0,8,1,368,1
0,34,0,1,0,0,0,2,0,388,0
0,30,0,0,0,1,0,7,0,388,0
1,38,0,1,0,0,0,0,0,302,1
0,36,0,0,0,0,0,10,0,244,1
0,46,1,0,0,0,0,0,0,166,0
0,35,0,1,0,0,0,2,0,41,1
0,35,0,0,0,0,0,0,0,339,0
0,20,2,0,0,0,0,1,0,261,1
1,30,0,0,0,0,0,9,0,155,1
0,34,0,0,0,0,0,16,0,159,1
0,31,0,1,0,0,0,3,0,286,1
0,32,0,0,0,0,0,0,1,123,1
0,31,0,1,0,1,1,4,0,388,1
0,22,2,1,0,1,1,2,0,265,1
0,31,0,0,0,0,0,0,0,166,0
0,36,0,0,0,0,0,5,1,38,1
0,39,0,0,0,0,0,2,1,122,0
0,51,1,0,0,0,0,9,0,282,1
0,35,0,0,0,0,0,7,0,154,1
0,35,0,0,0,0,1,0,0,274,0
0,23,2,0,0,0,0,0,0,124,1
0,37,0,0,0,0,0,0,1,73,0
0,25,0,0,0,0,2,3,1,212,0
1,27,0,0,0,0,0,0,0,166,0
0,47,1,1,0,0,0,2,1,38,0
0,46,1,0,0,0,0,12,1,219,0
0,27,0,1,0,0,0,0,0,219,0
0,34,0,0,0,0,0,0,0,150,1
0,25,0,1,0,0,0,0,1,92,0
0,26,0,0,0,1,0,5,1,388,0
0,25,0,0,0,0,0,1,0,282,1
0,60,1,0,0,0,0,9,0,282,0
0,49,1,0,0,0,0,0,1,38,1
0,30,0,0,0,0,0,12,0,124,1
0,21,2,0,0,0,0,0,0,166,0
0,25,0,0,0,0,0,4,0,282,1
0,21,2,0,0,0,0,0,0,149,1
0,29,0,0,0,0,0,1,1,119,0
0,29,0,0,0,0,0,4,1,38,0
0,21,2,0,0,0,0,0,1,38,0
0,53,1,0,0,0,0,4,1,203,1
0,51,1,1,0,0,0,2,0,3,0
0,29,0,0,0,0,0,1,1,336,0
1,24,2,0,0,0,0,0,0,203,0
0,24,2,0,0,1,9,2,0,282,1
0,37,0,0,0,0,0,5,0,124,0
0,20,2,1,0,0,0,0,0,22,1
0,53,1,1,0,0,0,1,0,186,0
0,25,0,0,0,0,0,5,0,109,0
0,38,0,0,0,0,0,0,1,123,0
0,22,2,0,0,1,1,3,0,388,1
0,21,2,0,0,0,0,1,0,247,0
0,21,2,1,0,0,0,1,0,65,1
0,27,0,0,2,0,0,6,1,122,1
0,28,0,0,0,1,0,14,1,303,1
0,49,1,0,0,0,0,6,1,38,1
0,52,1,0,0,0,0,7,0,249,1
0,25,0,0,0,0,0,1,1,336,0
0,56,1,1,0,0,0,2,0,156,0
0,34,0,0,0,0,0,22,0,124,0
0,35,0,0,0,0,0,7,0,388,0
0,23,2,0,0,0,0,1,1,388,1
0,22,2,1,0,0,2,0,0,265,0
0,23,2,0,0,0,0,0,0,166,1
0,30,0,0,0,0,0,4,1,336,0
0,42,0,0,0,0,0,1,1,382,1
0,50,1,0,0,0,2,24,1,336,1
0,37,0,0,0,0,0,4,1,388,1
0,37,0,0,0,0,0,0,0,282,0
0,23,2,0,0,0,0,1,0,281,0
0,41,0,1,0,0,0,0,0,3,0
0,50,1,0,1,0,0,5,0,282,0
0,41,0,0,0,0,0,19,0,155,1
0,26,0,0,0,0,0,2,0,162,1
0,40,0,0,0,0,0,8,0,282,1
0,23,2,0,0,0,0,2,0,250,1
0,55,1,1,0,0,0,1,0,388,1
0,24,2,0,0,0,0,0,0,166,1
0,33,0,1,0,1,0,5,1,38,1
0,23,2,1,0,0,0,0,0,219,0
0,37,0,0,0,0,0,1,1,122,1
1,64,1,0,0,0,0,0,0,162,0
0,51,1,1,0,0,0,0,1,38,0
0,40,0,0,0,0,0,4,0,3,1
1,35,0,0,0,0,0,3,1,38,1
0,22,2,0,0,0,0,1,0,166,1
0,29,0,0,0,0,0,2,0,177,0
0,57,1,1,0,0,0,0,1,296,0
0,20,2,0,0,1,2,1,1,38,1
1,23,2,0,0,0,0,0,1,38,0
0,23,2,0,0,0,0,3,0,388,1
0,36,0,1,0,0,0,9,1,388,1
0,55,1,1,0,0,0,1,1,181,0
0,53,1,0,0,0,0,18,1,368,1
0,21,2,0,0,0,0,1,0,219,1
0,27,0,0,0,0,0,3,1,38,1
0,28,0,0,0,1,0,6,0,166,1
0,26,0,1,0,0,0,1,0,388,1
0,25,0,1,0,0,0,1,0,250,0
0,66,1,1,0,0,0,0,0,166,0
0,28,0,0,0,0,0,3,1,65,0
0,24,2,0,0,0,0,0,1,253,0
0,60,1,1,0,0,0,18,1,123,1
0,37,0,0,0,0,0,2,0,124,1
0,73,1,1,0,0,0,0,1,38,0
0,44,0,0,0,0,0,0,0,388,0
0,42,0,0,0,0,0,0,1,123,0
0,40,0,0,0,0,0,6,0,282,0
0,21,2,0,0,0,0,0,0,162,0
0,56,1,1,0,0,0,0,1,38,1
0,42,0,0,0,0,0,3,0,282,0
0,50,1,1,0,0,0,1,0,388,0
0,34,0,1,0,0,0,0,1,38,0
0,47,1,0,0,0,0,1,1,38,1
0,58,1,1,0,0,0,3,0,150,0
0,48,1,1,0,0,0,3,0,286,0
1,20,2,1,0,0,0,0,0,166,0
1,53,1,0,0,0,0,10,0,13,1
0,29,0,0,0,0,0,0,0,124,0
0,38,0,0,0,0,0,1,1,38,0
1,43,0,1,0,0,0,0,1,162,0
0,25,0,0,0,0,0,2,1,38,1
0,53,1,1,0,0,0,1,1,38,1
0,22,2,1,0,0,3,0,1,258,0
1,32,0,0,0,0,0,1,1,51,0
0,26,0,1,0,0,0,9,1,253,1
1,48,1,0,0,0,0,0,0,7,0
0,23,2,0,0,0,0,4,0,224,1
0,71,1,1,0,0,0,1,1,92,0
1,61,1,1,0,0,0,0,1,118,0
1,22,2,1,0,0,0,2,1,253,0
1,54,1,1,0,0,0,1,1,303,0
0,24,2,1,0,2,0,6,0,388,0
1,28,0,1,0,0,0,0,0,7,0
1,25,0,1,0,0,0,2,0,125,0
1,22,2,0,0,0,0,1,0,201,0
0,24,2,0,0,0,0,2,0,302,1
0,35,0,0,0,0,0,0,0,340,0
0,21,2,0,0,0,0,0,0,19,0
0,49,1,1,0,0,0,1,1,150,0
0,26,0,0,0,0,0,6,0,19,1
0,30,0,0,0,1,0,7,0,52,1
0,30,0,0,0,0,0,5,0,15,1
0,64,1,1,0,0,0,8,0,124,0
1,45,1,1,0,1,0,7,0,388,1
0,37,0,0,0,0,0,3,1,38,0
1,34,0,0,0,0,0,1,0,203,1
0,60,1,0,0,0,0,4,0,166,0
0,58,1,1,0,0,0,0,1,381,0
0,27,0,1,0,0,0,0,0,371,0
0,30,0,0,0,0,0,0,1,91,1
0,25,0,0,0,0,2,0,1,92,0
0,60,1,0,0,0,0,19,0,282,1
0,56,1,0,0,0,0,24,0,155,0
0,33,0,0,0,0,0,2,1,38,0
0,25,0,1,0,1,0,9,0,55,1
0,32,0,0,0,0,0,6,0,166,1
0,24,2,0,0,0,0,3,0,78,1
0,23,2,1,0,1,0,2,0,388,1
0,23,2,0,0,0,0,3,0,52,1
0,25,0,0,0,0,0,1,0,285,1
1,20,2,0,0,0,0,0,0,166,0
0,32,0,0,0,0,4,9,0,59,0
1,49,1,0,0,0,0,0,0,13,0
0,22,2,0,0,0,0,1,0,166,0
0,24,2,0,0,0,0,0,0,261,0
0,26,0,1,0,0,0,10,0,124,1
0,29,0,0,0,0,0,1,1,38,1
0,22,2,1,0,0,0,0,0,219,0
1,26,0,0,0,0,0,3,0,13,0
0,21,2,0,0,0,0,0,0,59,1
0,54,1,1,0,0,0,2,1,38,0
0,59,1,0,0,0,0,1,0,282,0
0,22,2,0,0,0,1,0,0,378,1
0,24,2,0,0,0,0,1,0,13,1
0,64,1,0,0,0,0,20,0,124,0
0,45,1,1,0,0,0,1,1,123,1
1,22,2,0,0,0,0,0,0,166,0
0,24,2,0,0,0,0,5,0,154,1
